Quận,Loại hình nhà ở,Giấy tờ pháp lý,ViTriXa_km,TuoiNha,Số tầng,Số phòng ngủ,Diện tích_m2,Giá_m2
Quận Hà Đông,Duplex,Đã có sổ,18.9,6,8,3,114,111.5
Quận Cầu Giấy,Chung cư,Đã có sổ,16.5,38,16,5,137,113.8
Quận Hà Đông,Penthouse,Sổ hồng,14.8,31,10,4,141,118.6
Quận Hà Đông,Chung cư,Sổ hồng,5,19,25,4,121,135.3
Quận Đống Đa,Chung cư,Sổ hồng,9.1,11,33,2,70,132.7
Quận Đống Đa,Chung cư,Đã có sổ,8.3,17,19,3,49,130.6
Quận Cầu Giấy,Chung cư,Sổ hồng,14.7,13,12,5,74,116
Quận Hà Đông,Chung cư,Sổ hồng,9.8,17,14,4,74,121.9
Quận Đống Đa,Chung cư,Đã có sổ,7.5,20,24,3,106,148.4
Quận Hà Đông,Chung cư,Đã có sổ,16.4,32,13,4,134,109.7
Quận Long Biên,Chung cư,Sổ hồng,15.1,29,24,1,113,103.8
Quận Đống Đa,Duplex,Sổ hồng,7.7,17,27,1,106,150.7
Quận Cầu Giấy,Chung cư,Đã có sổ,8.7,2,6,5,121,148.9
Quận Cầu Giấy,Chung cư,Sổ hồng,17.9,31,36,3,139,114.4
Quận Đống Đa,Penthouse,Đã có sổ,14.8,1,20,2,85,133
Quận Cầu Giấy,Chung cư,Sổ hồng,14,10,17,3,47,115.8
Quận Đống Đa,Chung cư,Đã có sổ,14.4,1,36,2,109,126.2
Quận Tây Hồ,Duplex,Sổ hồng,2.5,30,24,2,77,154.5
Quận Đống Đa,Chung cư,Sổ hồng,11.5,34,6,5,145,132.5
Quận Hà Đông,Chung cư,Sổ hồng,6.2,28,11,2,131,132.3
Quận Đống Đa,Chung cư,Đã có sổ,2.2,28,9,4,105,158.5
Quận Hà Đông,Chung cư,Sổ hồng,14.8,32,25,3,54,94.7
Quận Đống Đa,Chung cư,Sổ hồng,6.4,2,13,1,80,144.9
Quận Tây Hồ,Chung cư,Sổ hồng,6.5,0,4,3,69,148.3
Quận Hà Đông,Chung cư,Đã có sổ,13,11,17,1,120,122.3
Quận Tây Hồ,Chung cư,Sổ hồng,13.5,4,36,2,71,131.1
Quận Tây Hồ,Duplex,Sổ hồng,9.7,13,38,5,95,145.3
Quận Thanh Xuân,Duplex,Sổ hồng,11.4,32,15,2,140,133.1
Quận Cầu Giấy,Duplex,Sổ hồng,17.1,6,21,1,70,110.2
Quận Cầu Giấy,Duplex,Sổ hồng,2.6,36,17,5,149,165.1
Quận Cầu Giấy,Chung cư,Sổ hồng,1.8,29,35,1,143,163.8
Quận Cầu Giấy,Duplex,Đã có sổ,13.3,17,19,5,44,121.2
Quận Hai Bà Trưng,Chung cư,Đã có sổ,12.3,36,4,3,123,122.8
Quận Cầu Giấy,Chung cư,Sổ hồng,4.1,17,8,2,100,153.6
Quận Thanh Xuân,Chung cư,Sổ hồng,10.7,35,12,2,36,108.6
Quận Long Biên,Chung cư,Đã có sổ,15,9,24,4,108,113.1
Quận Cầu Giấy,Duplex,Sổ hồng,14.8,29,21,4,90,125.3
Quận Long Biên,Chung cư,Đã có sổ,12.1,13,33,1,76,120.3
Quận Thanh Xuân,Chung cư,Sổ hồng,3,20,6,2,136,157.8
Quận Cầu Giấy,Chung cư,Sổ hồng,6.4,22,16,4,109,145.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,8.4,20,34,3,106,132.2
Quận Đống Đa,Duplex,Sổ hồng,15.9,31,27,3,35,109.9
Quận Long Biên,Penthouse,Đã có sổ,11.1,29,7,1,70,128.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,14.8,31,11,1,103,119
Quận Long Biên,Chung cư,Đã có sổ,18.5,11,6,3,54,96.1
Quận Thanh Xuân,Chung cư,Đã có sổ,12.7,17,15,5,106,125.8
Quận Cầu Giấy,Duplex,Sổ hồng,5.1,37,10,5,74,149.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.2,21,28,4,144,154.1
Quận Long Biên,Penthouse,Đã có sổ,0.5,38,16,5,45,157.9
Quận Tây Hồ,Chung cư,Sổ hồng,3.9,3,30,2,53,149.3
Quận Hà Đông,Duplex,Đã có sổ,5.7,39,30,1,47,129
Quận Hà Đông,Chung cư,Đã có sổ,5.8,9,19,5,47,135.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.5,28,25,2,94,126.2
Quận Hà Đông,Chung cư,Sổ hồng,3.4,15,34,2,48,134.8
Quận Tây Hồ,Duplex,Đã có sổ,9,33,16,5,96,145.2
Quận Long Biên,Duplex,Sổ hồng,0.6,18,12,4,69,151.7
Quận Hà Đông,Chung cư,Sổ hồng,5.6,9,37,5,81,140.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.3,11,5,2,130,162.7
Quận Hai Bà Trưng,Penthouse,Đã có sổ,14.3,7,4,4,141,142.8
Quận Cầu Giấy,Penthouse,Đã có sổ,7.4,14,20,2,95,160.1
Quận Tây Hồ,Chung cư,Sổ hồng,9.9,34,7,3,148,145.5
Quận Hà Đông,Chung cư,Đã có sổ,15.3,31,33,2,69,102.1
Quận Long Biên,Chung cư,Sổ hồng,17.3,24,11,5,47,95.4
Quận Thanh Xuân,Duplex,Đã có sổ,10.6,21,7,4,37,124.5
Quận Long Biên,Chung cư,Sổ hồng,13.2,15,18,1,52,105.8
Quận Hà Đông,Chung cư,Sổ hồng,14.9,17,26,1,86,105
Quận Cầu Giấy,Chung cư,Đã có sổ,6.1,26,13,4,51,137.2
Quận Tây Hồ,Chung cư,Sổ hồng,14.3,19,18,3,106,123.3
Quận Cầu Giấy,Chung cư,Sổ hồng,13.2,18,34,3,47,114.4
Quận Thanh Xuân,Chung cư,Sổ hồng,9.1,16,36,1,38,126.2
Quận Tây Hồ,Chung cư,Sổ hồng,7.1,30,7,3,109,142.7
Quận Tây Hồ,Duplex,Sổ hồng,19.5,7,38,4,63,114.8
Quận Đống Đa,Penthouse,Đã có sổ,19.7,0,24,5,112,124.8
Quận Đống Đa,Chung cư,Sổ hồng,14.1,27,15,2,133,124
Quận Hà Đông,Chung cư,Sổ hồng,8,25,25,4,74,128.8
Quận Thanh Xuân,Chung cư,Đã có sổ,15.2,0,19,1,70,120.6
Quận Thanh Xuân,Duplex,Sổ hồng,13.7,28,37,5,50,114
Quận Hai Bà Trưng,Duplex,Đã có sổ,11.1,24,25,2,35,128.1
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.1,32,13,4,123,144.9
Quận Long Biên,Duplex,Sổ hồng,19,9,30,4,62,105.3
Quận Long Biên,Chung cư,Sổ hồng,5,34,20,3,89,135.8
Quận Cầu Giấy,Chung cư,Đã có sổ,8.2,36,21,2,134,142.9
Quận Hà Đông,Chung cư,Đã có sổ,7.2,16,19,4,119,135.7
Quận Cầu Giấy,Duplex,Sổ hồng,3.5,13,24,4,112,154.2
Quận Đống Đa,Chung cư,Sổ hồng,1,19,9,4,119,162.5
Quận Hà Đông,Penthouse,Đã có sổ,18.6,15,18,3,91,110.6
Quận Long Biên,Duplex,Đã có sổ,14.9,3,29,3,137,131
Quận Hà Đông,Chung cư,Đã có sổ,0.9,17,4,5,106,152.6
Quận Cầu Giấy,Chung cư,Sổ hồng,13.9,38,22,1,43,108
Quận Cầu Giấy,Chung cư,Sổ hồng,3,3,30,2,144,162
Quận Hai Bà Trưng,Duplex,Sổ hồng,14.6,25,15,4,83,113
Quận Đống Đa,Chung cư,Sổ hồng,10.4,12,23,4,145,137
Quận Cầu Giấy,Chung cư,Sổ hồng,19.6,24,33,1,135,108.4
Quận Cầu Giấy,Penthouse,Sổ hồng,8.9,20,6,5,71,148.7
Quận Hai Bà Trưng,Duplex,Sổ hồng,15.1,12,32,5,58,123.4
Quận Cầu Giấy,Chung cư,Sổ hồng,1.3,20,11,4,110,154.9
Quận Long Biên,Duplex,Sổ hồng,18.7,14,39,1,79,107.8
Quận Hai Bà Trưng,Chung cư,Đã có sổ,11.5,30,38,4,57,116.6
Quận Cầu Giấy,Chung cư,Sổ hồng,6.6,4,27,4,144,155
Quận Cầu Giấy,Chung cư,Sổ hồng,3,20,28,3,89,148.2
Quận Tây Hồ,Duplex,Sổ hồng,13,20,15,4,64,130.9
Quận Hà Đông,Chung cư,Sổ hồng,15.1,8,7,3,52,101.9
Quận Hà Đông,Chung cư,Sổ hồng,2.2,8,17,3,142,161.3
Quận Long Biên,Chung cư,Sổ hồng,3.7,8,5,4,124,136.7
Quận Tây Hồ,Penthouse,Sổ hồng,8,8,26,3,47,152
Quận Tây Hồ,Chung cư,Sổ hồng,17.1,13,22,2,81,112.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,19.7,21,12,1,67,99.2
Quận Hà Đông,Chung cư,Đã có sổ,15,3,29,4,62,115.4
Quận Cầu Giấy,Chung cư,Sổ hồng,0.6,29,20,2,141,170.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,18.1,11,8,4,112,117.4
Quận Đống Đa,Duplex,Sổ hồng,1,36,22,5,94,153.8
Quận Hà Đông,Chung cư,Đã có sổ,18,28,38,2,135,110.4
Quận Tây Hồ,Penthouse,Sổ hồng,8.5,15,8,3,69,146.9
Quận Cầu Giấy,Chung cư,Sổ hồng,15,14,5,2,115,124.6
Quận Hà Đông,Chung cư,Sổ hồng,2.2,7,38,2,62,141.9
Quận Cầu Giấy,Chung cư,Đã có sổ,3.7,9,18,2,69,156.8
Quận Hà Đông,Chung cư,Đã có sổ,9.3,14,21,1,129,135.1
Quận Cầu Giấy,Penthouse,Đã có sổ,1.3,32,21,3,86,166.6
Quận Cầu Giấy,Duplex,Sổ hồng,8.1,7,19,5,49,142.9
Quận Cầu Giấy,Chung cư,Đã có sổ,15.2,27,20,3,112,114.3
Quận Đống Đa,Chung cư,Đã có sổ,13.3,12,27,2,125,132
Quận Hai Bà Trưng,Chung cư,Sổ hồng,7.4,20,38,3,73,137.2
Quận Đống Đa,Chung cư,Sổ hồng,0.7,12,26,5,129,159.2
Quận Tây Hồ,Duplex,Sổ hồng,5.8,32,29,5,69,144.4
Quận Hà Đông,Duplex,Đã có sổ,15.6,21,32,5,37,108.9
Quận Thanh Xuân,Chung cư,Sổ hồng,7.1,14,12,2,69,130.6
Quận Long Biên,Chung cư,Sổ hồng,7.9,21,33,1,139,135.1
Quận Thanh Xuân,Chung cư,Sổ hồng,1.9,18,39,3,100,156.4
Quận Tây Hồ,Penthouse,Sổ hồng,12.2,11,35,5,132,150.8
Quận Cầu Giấy,Chung cư,Sổ hồng,12.6,24,28,2,95,121.3
Quận Tây Hồ,Chung cư,Đã có sổ,8.9,25,30,4,95,144.8
Quận Cầu Giấy,Chung cư,Sổ hồng,15.3,24,35,1,81,115.3
Quận Long Biên,Chung cư,Sổ hồng,17.6,26,18,3,58,98.2
Quận Đống Đa,Chung cư,Sổ hồng,15.1,38,35,5,92,115.1
Quận Tây Hồ,Duplex,Đã có sổ,11.1,28,18,5,95,142.5
Quận Cầu Giấy,Penthouse,Đã có sổ,18.7,29,8,4,126,122.7
Quận Đống Đa,Chung cư,Sổ hồng,8,20,3,1,104,136.3
Quận Tây Hồ,Chung cư,Sổ hồng,13.3,22,39,1,78,123.4
Quận Đống Đa,Chung cư,Sổ hồng,11.7,9,34,5,127,129.4
Quận Đống Đa,Duplex,Sổ hồng,16.9,30,37,3,37,110.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.2,1,35,4,114,141.3
Quận Hà Đông,Duplex,Sổ hồng,11.3,10,33,3,94,133.2
Quận Đống Đa,Duplex,Sổ hồng,9.3,39,34,5,113,134.2
Quận Đống Đa,Chung cư,Đã có sổ,3.2,38,34,2,53,143.9
Quận Tây Hồ,Chung cư,Sổ hồng,17.8,23,21,3,126,111
Quận Cầu Giấy,Chung cư,Sổ hồng,17.3,5,15,1,58,114
Quận Thanh Xuân,Chung cư,Sổ hồng,14.2,27,23,4,73,113.8
Quận Tây Hồ,Chung cư,Sổ hồng,7.3,11,38,2,122,148
Quận Long Biên,Chung cư,Sổ hồng,7.4,28,3,3,116,133.9
Quận Hà Đông,Chung cư,Đã có sổ,1.2,33,22,1,49,143
Quận Đống Đa,Duplex,Đã có sổ,2,17,24,1,119,164.3
Quận Thanh Xuân,Chung cư,Sổ hồng,10.5,32,3,2,141,121.7
Quận Thanh Xuân,Chung cư,Sổ hồng,1.5,9,27,4,81,152.6
Quận Hà Đông,Duplex,Sổ hồng,2.4,8,21,1,117,153.3
Quận Hà Đông,Chung cư,Đã có sổ,5.4,37,12,1,45,134.3
Quận Đống Đa,Duplex,Sổ hồng,7.8,37,9,3,82,143.6
Quận Cầu Giấy,Chung cư,Sổ hồng,10,21,20,2,78,130.9
Quận Tây Hồ,Chung cư,Sổ hồng,6.8,12,16,4,48,138.3
Quận Tây Hồ,Chung cư,Sổ hồng,18.8,15,12,3,92,115.1
Quận Hai Bà Trưng,Penthouse,Sổ hồng,19,35,20,3,135,120.6
Quận Đống Đa,Duplex,Đã có sổ,1.6,30,32,2,131,171.9
Quận Thanh Xuân,Chung cư,Sổ hồng,19.7,0,10,5,114,108.8
Quận Long Biên,Penthouse,Sổ hồng,3.9,6,39,1,143,159.2
Quận Hai Bà Trưng,Duplex,Sổ hồng,7,21,37,2,45,126.8
Quận Cầu Giấy,Chung cư,Đã có sổ,16.8,29,18,5,134,117.5
Quận Tây Hồ,Chung cư,Đã có sổ,13.9,20,5,1,56,125.2
Quận Long Biên,Chung cư,Sổ hồng,1.6,31,33,1,93,141.9
Quận Tây Hồ,Chung cư,Sổ hồng,15.6,1,25,1,104,129.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.4,28,38,2,68,105.5
Quận Đống Đa,Chung cư,Đã có sổ,19,0,24,2,91,114.7
Quận Hà Đông,Chung cư,Đã có sổ,18.2,28,35,4,61,99
Quận Tây Hồ,Chung cư,Sổ hồng,19.5,20,31,4,41,98.1
Quận Long Biên,Chung cư,Sổ hồng,9.4,16,11,4,104,128
Quận Cầu Giấy,Chung cư,Sổ hồng,14.3,22,7,3,46,111.8
Quận Cầu Giấy,Chung cư,Đã có sổ,19.3,15,22,2,51,110
Quận Hà Đông,Chung cư,Đã có sổ,0.5,4,20,5,107,161
Quận Long Biên,Penthouse,Sổ hồng,15.9,12,30,5,77,115.2
Quận Tây Hồ,Chung cư,Đã có sổ,1.6,16,10,4,52,154.3
Quận Cầu Giấy,Chung cư,Sổ hồng,20,9,35,5,105,110.3
Quận Đống Đa,Chung cư,Sổ hồng,0.8,19,24,5,148,168.6
Quận Hà Đông,Chung cư,Đã có sổ,11.3,30,22,5,102,119.5
Quận Tây Hồ,Chung cư,Sổ hồng,10.7,24,35,5,132,132.1
Quận Long Biên,Chung cư,Đã có sổ,6.4,19,38,1,40,131.6
Quận Long Biên,Chung cư,Đã có sổ,14.8,37,11,3,93,100.1
Quận Hà Đông,Chung cư,Sổ hồng,5.5,32,23,5,136,135.5
Quận Hà Đông,Chung cư,Sổ hồng,6.2,4,34,5,46,132
Quận Thanh Xuân,Chung cư,Đã có sổ,4,20,30,5,114,153.1
Quận Cầu Giấy,Chung cư,Sổ hồng,14.4,9,17,2,117,129.1
Quận Long Biên,Chung cư,Đã có sổ,3.8,19,29,3,41,142.9
Quận Long Biên,Duplex,Sổ hồng,18,24,18,2,64,104.7
Quận Tây Hồ,Chung cư,Đã có sổ,6.1,32,33,5,134,151.5
Quận Tây Hồ,Chung cư,Đã có sổ,10.6,13,35,5,104,136
Quận Đống Đa,Chung cư,Đã có sổ,9.8,29,30,5,51,127
Quận Hai Bà Trưng,Penthouse,Đã có sổ,14.2,5,25,4,45,129.8
Quận Tây Hồ,Chung cư,Sổ hồng,5.1,11,24,2,147,158.6
Quận Long Biên,Chung cư,Sổ hồng,16.9,19,13,5,72,98.3
Quận Thanh Xuân,Chung cư,Đã có sổ,14.9,12,25,5,40,112.5
Quận Hà Đông,Chung cư,Sổ hồng,7.2,34,25,5,135,133.4
Quận Cầu Giấy,Chung cư,Đã có sổ,2.8,27,22,5,83,142.6
Quận Tây Hồ,Penthouse,Sổ hồng,10.3,3,3,3,87,152.7
Quận Đống Đa,Chung cư,Sổ hồng,19.6,24,17,2,132,106.8
Quận Thanh Xuân,Duplex,Đã có sổ,1,10,20,1,87,160.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,17,26,26,5,40,104.3
Quận Đống Đa,Duplex,Sổ hồng,14.1,38,31,3,96,114
Quận Hà Đông,Chung cư,Sổ hồng,4.1,4,25,2,44,130.2
Quận Cầu Giấy,Chung cư,Sổ hồng,9.8,16,34,4,103,141
Quận Hai Bà Trưng,Penthouse,Sổ hồng,12.7,35,32,4,144,145
Quận Đống Đa,Chung cư,Sổ hồng,14.1,34,9,5,145,129.2
Quận Hai Bà Trưng,Penthouse,Sổ hồng,18.5,28,27,2,81,108
Quận Đống Đa,Chung cư,Đã có sổ,17.5,16,31,4,41,108.4
Quận Long Biên,Penthouse,Đã có sổ,6.9,20,27,5,148,152.9
Quận Đống Đa,Chung cư,Sổ hồng,2.8,2,21,1,105,157.6
Quận Đống Đa,Duplex,Sổ hồng,2.5,3,23,5,139,178.5
Quận Long Biên,Chung cư,Sổ hồng,19.4,18,26,5,68,103.4
Quận Hà Đông,Chung cư,Sổ hồng,19.1,36,35,4,71,91.9
Quận Cầu Giấy,Duplex,Sổ hồng,16.5,12,28,4,41,118.7
Quận Cầu Giấy,Duplex,Sổ hồng,19.6,2,15,1,64,111.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,5.8,6,4,1,126,155.5
Quận Đống Đa,Chung cư,Sổ hồng,16.6,18,3,1,54,106.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.3,36,36,2,93,120.4
Quận Thanh Xuân,Chung cư,Sổ hồng,16.1,14,22,4,134,111.5
Quận Cầu Giấy,Chung cư,Đã có sổ,12.4,31,3,3,39,117.8
Quận Cầu Giấy,Duplex,Đã có sổ,17,18,28,4,38,107.8
Quận Hà Đông,Chung cư,Sổ hồng,8.2,30,22,3,72,129.3
Quận Đống Đa,Chung cư,Sổ hồng,19.8,14,20,5,70,95.9
Quận Hà Đông,Penthouse,Sổ hồng,4.8,16,38,1,81,146.4
Quận Hà Đông,Chung cư,Sổ hồng,13.6,16,32,5,106,117.1
Quận Tây Hồ,Chung cư,Đã có sổ,16.2,21,30,5,127,128.3
Quận Hà Đông,Duplex,Sổ hồng,11.9,31,20,5,105,122.7
Quận Hà Đông,Duplex,Sổ hồng,6.2,34,31,5,85,132.4
Quận Long Biên,Chung cư,Sổ hồng,11.4,30,36,5,123,117.2
Quận Hà Đông,Duplex,Sổ hồng,10.3,18,28,1,66,121.5
Quận Đống Đa,Chung cư,Đã có sổ,4.2,31,29,4,53,136.4
Quận Long Biên,Chung cư,Đã có sổ,15.4,19,33,3,50,105.7
Quận Tây Hồ,Duplex,Đã có sổ,5.7,8,31,5,79,160.7
Quận Cầu Giấy,Chung cư,Đã có sổ,16.7,3,15,4,39,116.2
Quận Tây Hồ,Chung cư,Sổ hồng,4.7,8,38,1,145,167.2
Quận Hà Đông,Duplex,Sổ hồng,10.3,9,35,5,76,125.3
Quận Thanh Xuân,Chung cư,Đã có sổ,14.1,30,9,4,102,118.3
Quận Hà Đông,Chung cư,Đã có sổ,19.9,35,28,4,73,88.8
Quận Tây Hồ,Penthouse,Sổ hồng,5.8,32,35,2,41,149.6
Quận Hà Đông,Duplex,Sổ hồng,12.9,22,21,2,67,119.2
Quận Thanh Xuân,Penthouse,Sổ hồng,3.5,12,4,3,72,152.8
Quận Đống Đa,Penthouse,Đã có sổ,16.5,31,37,3,149,136.8
Quận Thanh Xuân,Chung cư,Sổ hồng,17.3,24,24,1,85,97.8
Quận Cầu Giấy,Duplex,Đã có sổ,17.8,23,26,5,49,112.8
Quận Cầu Giấy,Chung cư,Sổ hồng,18.9,35,35,1,70,98.2
Quận Cầu Giấy,Duplex,Đã có sổ,7.4,25,4,5,76,146
Quận Cầu Giấy,Duplex,Sổ hồng,13.5,26,9,1,85,125.7
Quận Cầu Giấy,Chung cư,Sổ hồng,6.7,35,32,4,52,137.3
Quận Đống Đa,Chung cư,Sổ hồng,16.2,31,38,2,88,104.3
Quận Thanh Xuân,Chung cư,Sổ hồng,8.6,26,9,4,133,134.9
Quận Hà Đông,Duplex,Sổ hồng,11.3,13,11,1,122,128.1
Quận Long Biên,Duplex,Sổ hồng,3.1,14,26,4,117,150.1
Quận Hà Đông,Chung cư,Đã có sổ,17.1,37,26,4,98,103.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,9.9,33,27,4,80,138.4
Quận Cầu Giấy,Duplex,Sổ hồng,13,26,6,2,142,136.5
Quận Thanh Xuân,Chung cư,Sổ hồng,13.6,24,5,3,139,120.4
Quận Cầu Giấy,Chung cư,Sổ hồng,5.8,29,19,3,45,141.4
Quận Cầu Giấy,Chung cư,Sổ hồng,16,32,15,3,138,122.9
Quận Thanh Xuân,Penthouse,Đã có sổ,16.7,7,36,2,132,126.2
Quận Cầu Giấy,Duplex,Sổ hồng,10.6,4,37,5,113,145.8
Quận Cầu Giấy,Chung cư,Sổ hồng,18.1,13,11,5,83,109.6
Quận Cầu Giấy,Chung cư,Sổ hồng,3.6,32,14,1,141,152.9
Quận Hà Đông,Chung cư,Sổ hồng,8.6,20,37,5,103,130.8
Quận Thanh Xuân,Duplex,Sổ hồng,1.4,32,23,4,62,147.9
Quận Hà Đông,Chung cư,Sổ hồng,8.3,28,36,5,117,133.8
Quận Hà Đông,Chung cư,Sổ hồng,19.9,8,39,3,42,89.4
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.5,26,18,3,38,120.9
Quận Cầu Giấy,Penthouse,Đã có sổ,8.7,29,30,2,67,144.3
Quận Long Biên,Chung cư,Sổ hồng,13.9,8,24,3,94,112.3
Quận Đống Đa,Chung cư,Đã có sổ,1.4,31,8,2,84,161.9
Quận Cầu Giấy,Duplex,Sổ hồng,7.4,22,38,3,116,150.4
Quận Long Biên,Penthouse,Sổ hồng,10.9,9,24,3,52,133.3
Quận Tây Hồ,Chung cư,Sổ hồng,9.9,22,11,4,131,140.8
Quận Cầu Giấy,Chung cư,Sổ hồng,13,27,29,3,119,124.7
Quận Thanh Xuân,Chung cư,Sổ hồng,3.2,28,32,3,120,151.8
Quận Long Biên,Chung cư,Sổ hồng,8.4,25,25,1,120,140.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,12.9,32,36,2,99,119.7
Quận Thanh Xuân,Chung cư,Sổ hồng,6.4,18,12,3,93,131.4
Quận Thanh Xuân,Chung cư,Sổ hồng,12.5,22,18,2,46,112.2
Quận Hà Đông,Duplex,Sổ hồng,19.2,3,30,2,99,107.5
Quận Hà Đông,Chung cư,Sổ hồng,18.6,30,14,3,66,87.8
Quận Đống Đa,Chung cư,Đã có sổ,14.6,27,14,3,69,120.8
Quận Hà Đông,Chung cư,Đã có sổ,4,9,27,5,61,135.5
Quận Hà Đông,Chung cư,Đã có sổ,15.8,7,15,4,61,106.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,9.2,31,36,3,63,127.8
Quận Cầu Giấy,Duplex,Sổ hồng,19.1,33,18,1,95,109.8
Quận Thanh Xuân,Chung cư,Đã có sổ,12.4,17,30,3,110,128.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,4.7,32,28,4,59,141.9
Quận Long Biên,Chung cư,Đã có sổ,6.6,17,26,1,93,139.8
Quận Hà Đông,Chung cư,Sổ hồng,6.7,29,36,2,96,131.6
Quận Đống Đa,Chung cư,Sổ hồng,5.9,2,13,1,145,155.3
Quận Cầu Giấy,Chung cư,Đã có sổ,15.6,21,38,2,100,121.2
Quận Hà Đông,Duplex,Sổ hồng,7.1,15,4,1,139,136.2
Quận Đống Đa,Duplex,Sổ hồng,4.3,8,15,2,132,165.5
Quận Thanh Xuân,Chung cư,Đã có sổ,12.1,32,35,2,106,119.8
Quận Thanh Xuân,Chung cư,Sổ hồng,9.6,15,38,2,59,130.2
Quận Hà Đông,Chung cư,Sổ hồng,0.9,27,37,2,115,151.4
Quận Cầu Giấy,Penthouse,Đã có sổ,5.9,38,15,3,92,146.9
Quận Thanh Xuân,Chung cư,Sổ hồng,1.2,18,24,5,62,148.2
Quận Thanh Xuân,Chung cư,Sổ hồng,15.5,35,27,5,99,107.2
Quận Thanh Xuân,Chung cư,Sổ hồng,19,36,13,5,60,92.6
Quận Cầu Giấy,Chung cư,Sổ hồng,10.3,32,29,5,49,127.3
Quận Long Biên,Chung cư,Sổ hồng,11.4,14,3,1,144,127
Quận Đống Đa,Chung cư,Sổ hồng,17,24,22,3,102,110.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,0.9,30,9,4,94,157.7
Quận Long Biên,Chung cư,Sổ hồng,3.7,15,22,2,40,129
Quận Hà Đông,Chung cư,Sổ hồng,13.3,8,21,4,114,121.3
Quận Cầu Giấy,Chung cư,Sổ hồng,15,5,5,5,41,126.3
Quận Đống Đa,Chung cư,Sổ hồng,12.7,29,7,3,79,120.4
Quận Đống Đa,Chung cư,Sổ hồng,18.8,39,8,3,59,93.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,8.2,12,18,2,106,139.3
Quận Hà Đông,Chung cư,Sổ hồng,11.3,0,23,3,53,116.4
Quận Cầu Giấy,Chung cư,Sổ hồng,19.1,12,12,2,56,109.2
Quận Thanh Xuân,Chung cư,Sổ hồng,18,34,10,4,127,105.7
Quận Hà Đông,Chung cư,Sổ hồng,1.1,32,39,2,35,139.8
Quận Đống Đa,Chung cư,Sổ hồng,7.4,30,17,5,96,133.4
Quận Đống Đa,Chung cư,Đã có sổ,14.9,17,26,4,43,118.6
Quận Hà Đông,Penthouse,Sổ hồng,0.5,14,7,5,92,164
Quận Tây Hồ,Chung cư,Đã có sổ,17.3,37,14,4,49,115.5
Quận Đống Đa,Penthouse,Đã có sổ,10.3,14,31,4,93,146
Quận Thanh Xuân,Duplex,Đã có sổ,2.2,7,20,2,141,167.7
Quận Cầu Giấy,Chung cư,Sổ hồng,9.1,30,39,4,54,129
Quận Cầu Giấy,Penthouse,Đã có sổ,10.1,13,5,1,43,141.9
Quận Thanh Xuân,Chung cư,Đã có sổ,7.7,20,29,4,116,135.4
Quận Cầu Giấy,Chung cư,Đã có sổ,9.4,6,24,3,69,140.3
Quận Thanh Xuân,Chung cư,Sổ hồng,17.9,35,8,2,141,111.5
Quận Thanh Xuân,Chung cư,Sổ hồng,6.8,38,38,5,47,119.5
Quận Cầu Giấy,Chung cư,Sổ hồng,19.2,25,21,5,71,96.3
Quận Long Biên,Chung cư,Sổ hồng,13.9,35,28,4,42,105.4
Quận Cầu Giấy,Chung cư,Sổ hồng,18,14,20,2,38,113.3
Quận Đống Đa,Chung cư,Sổ hồng,4.6,35,39,3,106,140.8
Quận Hà Đông,Chung cư,Sổ hồng,10.1,25,32,1,149,124.2
Quận Tây Hồ,Chung cư,Đã có sổ,11.5,32,6,5,44,129.9
Quận Cầu Giấy,Penthouse,Sổ hồng,2.2,31,20,3,130,174.6
Quận Hà Đông,Chung cư,Sổ hồng,10.1,15,18,3,146,133.6
Quận Tây Hồ,Chung cư,Đã có sổ,17.3,0,30,1,133,122.6
Quận Long Biên,Chung cư,Sổ hồng,1.5,0,35,2,51,146.1
Quận Long Biên,Duplex,Đã có sổ,13,20,14,1,108,122.3
Quận Thanh Xuân,Chung cư,Sổ hồng,19.8,14,4,1,76,98.9
Quận Cầu Giấy,Penthouse,Đã có sổ,10.8,27,22,1,120,142.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,6.4,34,17,1,112,143.5
Quận Tây Hồ,Chung cư,Đã có sổ,11.9,5,26,5,143,144.9
